"ID";"FullName";"global_id";"ShortName";"AdmArea";"District";"Address";"Owner";"TestDate";"geoData";
"14";"Автомобильный заправочный комплекс № 1 «РН-Москва»";"4539435";"АЗК № 1 «РН-Москва»";"Северо-Восточный административный округ";"район Отрадное";"улица Декабристов, дом 47Б";"ОАО «РН-Москва»";"04.04.2013";"{type=Point, coordinates=[37.623636836022, 55.858348644476]}";
"15";"Автомобильный заправочный комплекс № 11 «РН-Москва»";"4539436";"АЗК № 11 «РН-Москва»";"Северный административный округ";"Бескудниковский район";"Дубнинская улица, дом 52";"ОАО «РН-Москва»";"04.04.2013";"{type=Point, coordinates=[37.552540305201, 55.897335484752]}";
"16";"Автомобильная заправочная станция «Альфа-Петрол М» на Ясеневой улице, дом 13А";"4539437";"АЗС «Альфа-Петрол М» на Ясеневой улице, дом 13А";"Южный административный округ";"район Орехово-Борисово Южное";"Ясеневая улица, дом 13А";"ООО «Альфа-Петрол М»";"09.04.2013";"{type=Point, coordinates=[37.725173521178, 55.602283340896]}";
"19";"Автомобильная заправочная станция № 18 «ЕКА-АЗС»";"4539438";"АЗС № 18 «ЕКА-АЗС»";"Северный административный округ";"район Сокол";"улица Панфилова, владение 2";"ООО «ЕКА-АЗС»";"10.04.2013";"{type=Point, coordinates=[37.500852902714, 55.798597340373]}";
"20";"Автомобильный заправочный комплекс № 57 «РН-Москва»";"4539439";"АЗК № 57 «РН-Москва»";"Юго-Восточный административный округ";"Рязанский район";"Рязанский проспект, владение 26, корпус 2";"ОАО «РН-Москва»";"11.04.2013";"{type=Point, coordinates=[37.777293715474, 55.7194454508]}";
"21";"Автомобильный заправочный комплекс № 42 «РН-Москва»";"4539440";"АЗК № 42 «РН-Москва»";"Восточный административный округ";"район Новокосино";"5-й километр Московской Кольцевой Автодороги, владение 6";"ОАО «РН-Москва»";"11.04.2013";"{type=Point, coordinates=[37.840495310712, 55.738656715169]}";
"25";"Автомобильный заправочный комплекс № 35 «РН-Москва»";"4539441";"АЗК № 35 «РН-Москва»";"Юго-Восточный административный округ";"район Выхино-Жулебино";"9-й километр Московской Кольцевой Автодороги";"ОАО «РН-Москва»";"23.04.2013";"{type=Point, coordinates=[37.830060180162, 55.699759682519]}";
"26";"Автомобильная заправочная станция № 4 «Транс АЗС»";"4539442";"АЗС № 4 «Транс АЗС»";"Юго-Восточный административный округ";"Рязанский район";"Рязанский проспект, владение 14, строение 4";"ЗАО «Транс АЗС»";"24.04.2013";"{type=Point, coordinates=[37.763547287389, 55.72436156956]}";
"36";"Автомобильный заправочный комплекс № 4 «Валар»";"4539443";"АЗК № 4 «Валар»";"Восточный административный округ";"район Гольяново";"Монтажная улица, дом 3А,строение 1";"ООО «Валар»";"21.05.2013";"{type=Point, coordinates=[37.76900639421, 55.817669702965]}";
"38";"Автомобильная заправочная станция «ТД «Нефтьмагистраль» на Волгоградском проспекте, владение 26";"4539444";"АЗС «ТД «Нефтьмагистраль» на Волгоградском проспекте, владение 26";"Юго-Восточный административный округ";"Южнопортовый район";"Волгоградский проспект, владение 26";"ООО «ТД «Нефтьмагистраль»";"22.05.2013";"{type=Point, coordinates=[37.679255906042, 55.727239307495]}";
"39";"Автомобильная заправочная станция «Валар» на 39-м километре Московской Кольцевой Автодороги, владение 1, строение 1";"4539445";"АЗС «Валар» на 39-м километре Московской Кольцевой Автодороги, владение 1, строение 1";"Юго-Западный административный округ";"район Ясенево";"39-й километр Московской Кольцевой Автодороги, владение 1, строение 1";"ООО «Валар»";"26.05.2013";"{type=Point, coordinates=[37.507068130039, 55.598093211434]}";
"45";"Автомобильная заправочная станция «ТК «Новаторрус-Инвест» на Сельскохозяйственной улице, владение 40";"4539446";"АЗС «ТК «Новаторрус-Инвест» на Сельскохозяйственной улице, владение 40";"Северо-Восточный административный округ";"район Свиблово";"Сельскохозяйственная улица, владение 40";"ОАО «ТК «Новаторрус-Инвест»";"25.06.2013";"{type=Point, coordinates=[37.627458791349, 55.848235937686]}";
"47";"Автомобильная заправочная станция № 23 «Транс АЗС»";"4539447";"АЗС № 23 «Транс АЗС»";"Восточный административный округ";"район Ивановское";"1-й километр Московской Кольцевой Автодороги, строение 2А";"ЗАО «Транс АЗС»";"12.07.2013";"{type=Point, coordinates=[37.842066876111, 55.775328262205]}";
"52";"Автомобильная заправочная станция «САГАН» на Симферопольском шоссе, дом 9";"4539448";"АЗС «САГАН» на Симферопольском шоссе, дом 9";"Новомосковский административный округ";"поселение Щербинка";"Симферопольское шоссе, дом 9";"ООО «САГАН»";"08.08.2013";"{type=Point, coordinates=[37.562026412561, 55.507168903396]}";
"1";"Автомобильная заправочная станция № 450 «ЕТ-АЗС»";"4539449";"АЗС № 450 «ЕТ-АЗС»";"Северо-Восточный административный округ";"район Северное Медведково";"Полярная улица, владение 37В";"ООО «ЕТ-АЗС»";"22.01.2013";"{type=Point, coordinates=[37.645021333384, 55.890456811952]}";
"3";"Автомобильная заправочная станция № 14 «ТК Нефтепродуктсервис»";"4539450";"АЗС № 14 «ТК Нефтепродуктсервис»";"Северо-Восточный административный округ";"район Северное Медведково";"Осташковская улица, владение 18А";"ООО «ТК Нефтепродуктсервис»";"25.02.2013";"{type=Point, coordinates=[37.677196133853, 55.88539256095]}";
"5";"Автомобильная заправочная станция № 4 «Сокол»";"4539451";"АЗС № 4 «Сокол»";"Юго-Западный административный округ";"район Ясенево";"39-й километр Московской Кольцевой Автодороги";"ООО «Сокол»";"26.02.2013";"{type=Point, coordinates=[37.502687094299, 55.599601517495]}";
"6";"Автомобильная заправочная станция № 3 «ТК НИКОЙЛ»";"4539452";"АЗС № 3 «ТК НИКОЙЛ»";"Юго-Западный административный округ";"район Северное Бутово";"улица Поляны, владение 12";"ООО «ТК НИКОЙЛ»";"14.03.2013";"{type=Point, coordinates=[37.555990431107, 55.563991008006]}";
"11";"Автомобильная заправочная станция № 28 «ЕКА-АЗС»";"4539453";"АЗС № 28 «ЕКА-АЗС»";"Юго-Западный административный округ";"район Зюзино";"Балаклавский проспект, дом 30";"ООО «ЕКА-АЗС»";"21.03.2013";"{type=Point, coordinates=[37.58635295919, 55.644136473712]}";
"17";"Многофункциональная автомобильная заправочная станция № 9 «НГК «Интеройл»";"4539454";"МАЗС № 9 «НГК «Интеройл»";"Северо-Западный административный округ";"район Митино";"улица Зенитчиков, дом 7";"ООО «НГК «Интеройл»";"09.04.2013";"{type=Point, coordinates=[37.348200506705, 55.834595137617]}";
"22";"Автомобильный заправочный комплекс № 43 «РН-Москва»";"4539455";"АЗК № 43 «РН-Москва»";"Юго-Восточный административный округ";"район Выхино-Жулебино";"8-й километр Московской Кольцевой Автодороги, владение 2";"ОАО «РН-Москва»";"11.04.2013";"{type=Point, coordinates=[37.83723569167, 55.714465096059]}";
"23";"Автомобильная заправочная станция № 98 «Газпромнефть-Центр»";"4539456";"АЗС № 98 «Газпромнефть-Центр»";"Северный административный округ";"район Аэропорт";"Ленинградский проспект, владение 45А";"ООО «Газпромнефть-Центр»";"17.04.2013";"{type=Point, coordinates=[37.534737137339, 55.798529244408]}";
"27";"Автомобильная заправочная станция «Шелл Нефть» на Волгоградском проспекте, владение 79";"4539457";"АЗС «Шелл Нефть» на Волгоградском проспекте, владение 79";"Юго-Восточный административный округ";"район Текстильщики";"Волгоградский проспект, владение 79";"ООО «Шелл Нефть»";"26.04.2013";"{type=Point, coordinates=[37.744433190461, 55.708732636713]}";
"29";"Автомобильная заправочная станция № 116 «Валар»";"4539458";"АЗС № 116 «Валар»";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 5А";"ООО «Валар»";"14.05.2013";"{type=Point, coordinates=[37.509555947422, 55.751192002447]}";
"31";"Автомобильный заправочный комплекс № 5 «Валар»";"4539459";"АЗК № 5 «Валар»";"Юго-Западный административный округ";"район Северное Бутово";"Куликовская улица, дом 2, строение 1";"ООО «Валар»";"14.05.2013";"{type=Point, coordinates=[37.569590628147, 55.577720336092]}";
"33";"Автомобильная заправочная станция № 16 «Валар»";"4539460";"АЗС № 16 «Валар»";"Новомосковский административный округ";"поселение Сосенское";"36-й километр Калужского шоссе";"ООО «Валар»";"16.05.2013";"{type=Point, coordinates=[37.331172755845, 55.497606491074]}";
"34";"Автомобильный заправочный комплекс № 8 «Валар»";"4539461";"АЗК № 8 «Валар»";"Восточный административный округ";"район Богородское";"улица Богородский Вал, дом 3А, строение 1";"ООО «Валар»";"21.05.2013";"{type=Point, coordinates=[37.706121192458, 55.803406467823]}";
"35";"Автомобильный заправочный комплекс № 9 «Валар»";"4539462";"АЗК № 9 «Валар»";"Восточный административный округ";"район Богородское";"Открытое шоссе, дом 14Г, строение 1";"ООО «Валар»";"21.05.2013";"{type=Point, coordinates=[37.737758795997, 55.814214044774]}";
"42";"Автомобильная заправочная станция «Механизация-2» на Южнопортовой улице, дом 17Б";"4539463";"АЗС «Механизация-2» на Южнопортовой улице, дом 17Б";"Юго-Восточный административный округ";"район Печатники";"Южнопортовая улица, дом 17Б";"ОАО «Механизация-2»";"11.06.2013";"{type=Point, coordinates=[37.704265313336, 55.704033285638]}";
"44";"Автомобильная заправочная станция № 777 «ТК «Новаторрус-Инвест»";"4539464";"АЗС № 777 «ТК «Новаторрус-Инвест»";"Юго-Восточный административный округ";"район Печатники";"Шоссейная улица, дом 1, владение 10";"ОАО «ТК «Новаторрус-Инвест»";"25.06.2013";"{type=Point, coordinates=[37.727430959769, 55.709449298499]}";
"46";"Автомобильная заправочная станция «ТК «Новаторрус-Инвест» на Ярославском шоссе, владение 47";"4539465";"АЗС «ТК «Новаторрус-Инвест» на Ярославском шоссе, владение 47";"Северо-Восточный административный округ";"Ярославский район";"Ярославское шоссе, владение 47";"ОАО «ТК «Новаторрус-Инвест»";"25.06.2013";"{type=Point, coordinates=[37.687162298503, 55.859398521696]}";
"49";"Автомобильная заправочная станция «Галерея ВИП ТУР» на Волжском бульваре, дом 53, владение 1";"4539466";"АЗС «Галерея ВИП ТУР» на Волжском бульваре, дом 53, владение 1";"Юго-Восточный административный округ";"Рязанский район";"Волжский бульвар, дом 53, владение 1";"ООО «Галерея ВИП ТУР»";"01.08.2017";"{type=Point, coordinates=[37.765630926379, 55.693323222691]}";
"50";"Автомобильный заправочный комплекс «ТНК-Столица» на Рябиновой улице, владение 56";"4539467";"АЗК «ТНК-Столица» на Рябиновой улице, владение 56";"Западный административный округ";"район Очаково-Матвеевское";"Рябиновая улица, владение 56";"ОАО «ТНК-Столица»";"06.08.2013";"{type=Point, coordinates=[37.430773895812, 55.670570073343]}";
"53";"Автомобильная заправочная станция «ВэСКа» на 78-м километре Московской Кольцевой Автодороги";"4539468";"АЗС «ВэСКа» на 78-м километре Московской Кольцевой Автодороги";"Северный административный округ";"район Западное Дегунино";"78-й километр Московской Кольцевой Автодороги";"ООО «ВэСКа»";"12.08.2013";"{type=Point, coordinates=[37.488096653843, 55.889435510969]}";
"58";"Автомобильная заправочная станция № 1 «Сервис ФСП» на Краснобогатырской улице, владение 22";"4539469";"АЗС № 1 «Сервис ФСП» на Краснобогатырской улице, владение 22";"Восточный административный округ";"район Богородское";"Краснобогатырская улица, владение 22";"ООО «Сервис ФСП»";"20.05.2014";"{type=Point, coordinates=[37.698130284071, 55.811949937123]}";
"59";"Автомобильная заправочная станция «ТНК-Столица» на Юрловском проезде, владение 8-12";"4539470";"АЗС «ТНК-Столица» на Юрловском проезде, владение 8-12";"Северо-Восточный административный округ";"район Отрадное";"Юрловский проезд, владение 8-12";"ОАО «ТНК-Столица»";"02.09.2013";"{type=Point, coordinates=[37.623034460371, 55.868762690748]}";
"61";"Автомобильная заправочная станция «Альфа-Петрол-Л» на Анадырском проезде, владение 20";"4539471";"АЗС «Альфа-Петрол-Л» на Анадырском проезде, владение 20";"Северо-Восточный административный округ";"Лосиноостровский район";"Анадырский проезд, владение 20";"ООО «Альфа-Петрол-Л»";"10.11.2017";"{type=Point, coordinates=[37.712894783825, 55.881856412653]}";
"63";"Автомобильная заправочная станция «Софразвитие» на Рябиновой улице, дом 67, сооружение 1";"4539472";"АЗС «Софразвитие» на Рябиновой улице, дом 67, сооружение 1";"Западный административный округ";"район Очаково-Матвеевское";"Рябиновая улица, дом 67, сооружение 1";"ООО «Софразвитие»";"10.09.2013";"{type=Point, coordinates=[37.436292507498, 55.678222109802]}";
"72";"Автомобильная заправочная станция № 83 «Валар»";"4539473";"АЗС № 83 «Валар»";"Центральный административный округ";"район Хамовники";"улица Хамовнический Вал, владение 40, строение 1";"ООО «Валар»";"15.10.2013";"{type=Point, coordinates=[37.549859315518, 55.727377122699]}";
